round,client_id,task,accuracy,loss,samples_processed,correct_predictions,f1_score,pearson_correlation,spearman_correlation,mae,mse,rmse,val_accuracy,val_loss,val_samples,val_correct_predictions,val_f1_score,val_pearson_correlation,val_spearman_correlation,val_mae,timestamp
7,stsb_client,stsb,0.8074720004673029,0.030109518461119335,4249,1909,,0.8074720004673029,0.7899899882298145,0.1359455523982637,0.030158741529558202,0.17366272348883108,0.7644061387749422,0.03660408891192538,1500,652,,0.7644061387749422,0.7272389891777364,0.14784060418605804,2026-01-07 23:49:26
7,sst2_client,sst2,0.9493057749296749,0.17739140453145175,66477,63107,0.9493270278357464,,,,,,0.9357798165137615,0.30463103373073586,872,816,0.9357976371760165,,,,2026-01-07 23:50:17
7,qqp_client,qqp,0.8843745651871434,0.3081694276374079,323415,286020,0.8845385774481781,,,,,,0.8509312161460265,0.43839892013842713,40431,34404,0.8505648284004929,,,,2026-01-07 23:53:27
8,stsb_client,stsb,0.8186857005848075,0.02867095261773697,4249,1972,,0.8186857005848075,0.802984466231485,0.13211061808358018,0.02863286422856566,0.16921248248449539,0.7609001952922838,0.036680758393250724,1500,649,,0.7609001952922838,0.727401554920351,0.1475270539522171,2026-01-07 23:53:54
8,sst2_client,sst2,0.9541044270950855,0.1637804824068022,66477,63426,0.9541182489288973,,,,,,0.9277522935779816,0.28106318899203914,872,809,0.9279109320996843,,,,2026-01-07 23:54:44
8,qqp_client,qqp,0.8925374518807105,0.2967567384276715,323415,288660,0.8927250720034042,,,,,,0.8493482723652642,0.42690901767434297,40431,34340,0.8506497304616675,,,,2026-01-07 23:57:54
9,stsb_client,stsb,0.8256972785823453,0.027555680955861715,4249,2070,,0.8256972785823453,0.8098140264103646,0.12834841540075836,0.027568378019694414,0.16603727900593412,0.7537932465766908,0.040679598690327654,1500,656,,0.7537932465766908,0.7260562174920212,0.1521284431219101,2026-01-07 23:58:20
9,sst2_client,sst2,0.9563608466086014,0.15697492136160207,66477,63576,0.9563741354681928,,,,,,0.9323394495412844,0.3162813951280566,872,813,0.9323849965317942,,,,2026-01-07 23:59:11
9,qqp_client,qqp,0.9001314101077563,0.2863032348839738,323415,291116,0.9002753841403404,,,,,,0.8534540327966165,0.4903392162323064,40431,34506,0.8539362583437333,,,,2026-01-08 00:02:22
10,stsb_client,stsb,0.8309526430872355,0.026825530719733273,4249,2087,,0.8309526430872355,0.8154798198119203,0.12647802089414412,0.02684196692389873,0.16383518219203935,0.7513726952214919,0.04140432397934034,1500,658,,0.7513726952214919,0.7193618552571998,0.15358084440231323,2026-01-08 00:02:48
10,sst2_client,sst2,0.9589030792604961,0.14809743970001865,66477,63745,0.9589160764536662,,,,,,0.9243119266055045,0.32902428618346025,872,806,0.9241414725967018,,,,2026-01-08 00:03:39
10,qqp_client,qqp,0.9079108884869286,0.2759002443844639,323415,293632,0.9080848941023253,,,,,,0.8570651232964804,0.4884337961741135,40431,34652,0.8566858284655534,,,,2026-01-08 00:06:49
11,stsb_client,stsb,0.835072004309024,0.02624916274510184,4249,2110,,0.835072004309024,0.8229537325655786,0.12531664726059383,0.026235834062445736,0.16197479452817878,0.7468904165228699,0.040559862547137955,1500,660,,0.7468904165228699,0.714707246596408,0.1525954306125641,2026-01-08 00:07:16
11,sst2_client,sst2,0.9624531792950946,0.13679823405010233,66477,63981,0.9624689203198882,,,,,,0.9243119266055045,0.35834044416343214,872,806,0.9243119266055045,,,,2026-01-08 00:08:07
11,qqp_client,qqp,0.913229132847889,0.26551088137714135,323415,295352,0.9133937956725559,,,,,,0.8585738665875194,0.5057022643202563,40431,34713,0.8585221532531684,,,,2026-01-08 00:11:17
12,stsb_client,stsb,0.847001945077045,0.024484966131458896,4249,2153,,0.847001945077045,0.8352892169881099,0.12133145337838001,0.024525207222363326,0.15660525924234897,0.7218595677845829,0.04604652313579944,1500,618,,0.7218595677845829,0.7040072860989056,0.16400764882564545,2026-01-08 00:11:43
12,sst2_client,sst2,0.9635362606615822,0.133649108613441,66477,64053,0.9635420992162307,,,,,,0.9334862385321101,0.35438992280818504,872,814,0.9335224229832674,,,,2026-01-08 00:12:34
12,qqp_client,qqp,0.9191348576905833,0.2555281951404343,323415,297262,0.919281591433063,,,,,,0.8569661893101828,0.529516220811167,40431,34648,0.8560875354375218,,,,2026-01-08 00:15:44
13,stsb_client,stsb,0.84637765564477,0.024494475810912207,4249,2214,,0.84637765564477,0.8351322590794593,0.12021498856870959,0.024534501895506686,0.15663493191337202,0.7346342165248043,0.041175044072356,1500,613,,0.7346342165248043,0.7009662183618653,0.15571658313274384,2026-01-08 00:16:12
13,sst2_client,sst2,0.9662590068745581,0.12556141594304154,66477,64234,0.9662702986182833,,,,,,0.9243119266055045,0.37117073299158193,872,806,0.9245095676219316,,,,2026-01-08 00:17:02
13,qqp_client,qqp,0.9231390009739808,0.24813806195335553,323415,298557,0.9232684725993475,,,,,,0.8571640572827781,0.5621945846482604,40431,34656,0.8568279846874629,,,,2026-01-08 00:20:13
14,stsb_client,stsb,0.8567891883444847,0.022978361107801135,4249,2231,,0.8567891883444847,0.8488293571644886,0.11710018786181103,0.02299324276120811,0.1516352292879465,0.7254886268138421,0.046432595452333386,1500,620,,0.7254886268138421,0.6966779426321074,0.1631457805633545,2026-01-08 00:20:38
14,sst2_client,sst2,0.9673571310378025,0.122364566978658,66477,64307,0.9673648115925599,,,,,,0.9254587155963303,0.39964500122499086,872,807,0.925448065917211,,,,2026-01-08 00:21:29
14,qqp_client,qqp,0.9281140330535071,0.23812399554338642,323415,300166,0.9282455294103901,,,,,,0.8596621404367936,0.5473919409162699,40431,34757,0.8587570966253296,,,,2026-01-08 00:24:41
15,stsb_client,stsb,0.8588702070275377,0.022731889953532192,4249,2245,,0.8588702070275377,0.8491062696931697,0.1163501817784339,0.022685751634026263,0.1506178994476628,0.7193777473936018,0.044833512662196574,1500,648,,0.7193777473936018,0.6893442970063096,0.16014635562896729,2026-01-08 00:25:07
15,sst2_client,sst2,0.9693728658032101,0.11650946858421245,66477,64441,0.9693809023520674,,,,,,0.9311926605504587,0.34848559642004473,872,812,0.9313105239577507,,,,2026-01-08 00:25:57
15,qqp_client,qqp,0.9319728522177388,0.2303988477098927,323415,301414,0.9320997299641971,,,,,,0.8599342088991121,0.6015125078824425,40431,34768,0.8589123447127658,,,,2026-01-08 00:29:08
16,stsb_client,stsb,0.8601516117268809,0.022510133445270787,4249,2304,,0.8601516117268809,0.8535198193416238,0.11463970716632368,0.02254635928734327,0.1501544514403195,0.7131346633452633,0.04778185247027494,1500,622,,0.7131346633452633,0.6845455873696937,0.16545026004314423,2026-01-08 00:29:34
16,sst2_client,sst2,0.969974577673481,0.112152769558317,66477,64481,0.9699815403683641,,,,,,0.926605504587156,0.407578373211436,872,808,0.9266641901364848,,,,2026-01-08 00:30:25
16,qqp_client,qqp,0.9351019587836062,0.22341027728366195,323415,302426,0.9352134590441574,,,,,,0.857584526724543,0.6209428185490079,40431,34673,0.8559706337277185,,,,2026-01-08 00:33:35
17,stsb_client,stsb,0.8524672349863861,0.023700862226191964,4249,2269,,0.8524672349863861,0.8454368500774639,0.11780376573110551,0.023728487549256848,0.15404053865543593,0.7065148309289141,0.047778290880972796,1500,614,,0.7065148309289141,0.6790231649165384,0.16576674580574036,2026-01-08 00:34:01
17,sst2_client,sst2,0.9710727018367254,0.11066377003066814,66477,64554,0.9710794590253861,,,,,,0.9288990825688074,0.3837135068515803,872,810,0.9290057980877927,,,,2026-01-08 00:34:52
17,qqp_client,qqp,0.9382434333596154,0.21632773319562118,323415,303442,0.9383419346264461,,,,,,0.8592169374984542,0.6488343057820595,40431,34739,0.8580196012578526,,,,2026-01-08 00:38:02
18,stsb_client,stsb,0.856779331268409,0.023006953934953316,4249,2220,,0.856779331268409,0.8478917132661061,0.11734549126836147,0.02303356788384653,0.15176813856619092,0.7015148765654701,0.04945850472382091,1500,589,,0.7015148765654701,0.6732795246647617,0.1701006442308426,2026-01-08 00:38:28
18,sst2_client,sst2,0.9718699700648344,0.10767853726338282,66477,64607,0.9718770658026167,,,,,,0.9254587155963303,0.4291198106515734,872,807,0.9255275382449805,,,,2026-01-08 00:39:19
18,qqp_client,qqp,0.9407510474158589,0.21004352021704692,323415,304253,0.940861214985802,,,,,,0.8583017981252009,0.6308887101834562,40431,34702,0.8576017433338123,,,,2026-01-08 00:42:30
19,stsb_client,stsb,0.8512126055511934,0.023872777321367153,4249,2230,,0.8512126055511934,0.8402332211793718,0.11878385862445594,0.02391050093633315,0.15463020706295763,0.6979877617653301,0.04870183394102261,1500,621,,0.6979877617653301,0.6681751037519663,0.16823159158229828,2026-01-08 00:42:56
19,sst2_client,sst2,0.9723212539675377,0.10671472229685006,66477,64637,0.9723274842721048,,,,,,0.9323394495412844,0.40470461578107303,872,813,0.9323673340534271,,,,2026-01-08 00:43:46
19,qqp_client,qqp,0.9429711052363063,0.20459158475680858,323415,304971,0.9430685718748674,,,,,,0.8594148054710494,0.6898097724673308,40431,34747,0.8588085019226901,,,,2026-01-08 00:46:58
20,stsb_client,stsb,0.8581791864866056,0.022801718798893176,4249,2227,,0.8581791864866056,0.8511350573645755,0.11650522903837991,0.02282531778636863,0.15108050101309775,0.6867727027422138,0.05183518643520693,1500,610,,0.6867727027422138,0.6631631650238872,0.17342765629291534,2026-01-08 00:47:24
20,sst2_client,sst2,0.9735848488951065,0.10200984048119942,66477,64721,0.9735916014957089,,,,,,0.9288990825688074,0.41396157463221894,872,810,0.9289188125877326,,,,2026-01-08 00:48:16
20,qqp_client,qqp,0.9452158990770373,0.19890062322931004,323415,305697,0.9453016115376995,,,,,,0.8572629912690757,0.6755510906506702,40431,34660,0.8559377266998147,,,,2026-01-08 00:51:26
21,stsb_client,stsb,0.851365398235941,0.024012460685387618,4249,2197,,0.851365398235941,0.8437987657648394,0.11874911690643287,0.023912024523976737,0.15463513353690594,0.6881484483180961,0.05085223724451313,1500,602,,0.6881484483180961,0.6595940579774656,0.17210829257965088,2026-01-08 00:51:56
21,sst2_client,sst2,0.974021090001053,0.09911613930888995,66477,64750,0.9740277750455325,,,,,,0.9277522935779816,0.41637850606192167,872,809,0.9278684880841097,,,,2026-01-08 00:53:16
21,qqp_client,qqp,0.9470772846033734,0.19377836212854332,323415,306299,0.9471709380329331,,,,,,0.8581286636491801,0.7099089735817676,40431,34695,0.8579610230195309,,,,2026-01-08 00:55:58
22,stsb_client,stsb,0.854383997253008,0.023422939544000935,4249,2234,,0.854383997253008,0.8473836800512622,0.11777496084313999,0.023435818783204165,0.15308761799441575,0.6838168238237299,0.053607383064251946,1500,566,,0.6838168238237299,0.65738132309474,0.17789721488952637,2026-01-08 00:56:25
22,sst2_client,sst2,0.9747431442453781,0.09692685652850942,66477,64798,0.9747492155533926,,,,,,0.9311926605504587,0.41464005800535736,872,812,0.9312476782529546,,,,2026-01-08 00:57:15
22,qqp_client,qqp,0.9482275095465579,0.19079583189547702,323415,306671,0.9483015044574368,,,,,,0.8595632064504959,0.7085392397842416,40431,34753,0.8588457170641731,,,,2026-01-08 01:00:26
23,stsb_client,stsb,0.8478156208879601,0.024374984060562935,4249,2231,,0.8478156208879601,0.8435619663272267,0.11981396943266763,0.02440863393277724,0.1562326276191284,0.6730378167446723,0.05268999284004515,1500,583,,0.6730378167446723,0.6488857564868322,0.17526356875896454,2026-01-08 01:00:53
23,sst2_client,sst2,0.9746378446680807,0.09774543520293226,66477,64791,0.9746407682195933,,,,,,0.9254587155963303,0.4183235970614336,872,807,0.9255785988169386,,,,2026-01-08 01:01:43
23,qqp_client,qqp,0.9502373111945952,0.1860112568496221,323415,307321,0.950307198481259,,,,,,0.8603546783408771,0.7180913382423342,40431,34785,0.85967928529479,,,,2026-01-08 01:04:54
24,stsb_client,stsb,0.8536785086882873,0.023537757895323204,4249,2280,,0.8536785086882873,0.8501258034593896,0.11673424149356883,0.023551393471294275,0.1534646326398831,0.6680536558069133,0.05476004954308589,1500,578,,0.6680536558069133,0.6463837965997595,0.17926578223705292,2026-01-08 01:05:20
24,sst2_client,sst2,0.9764580230756502,0.09113646177851409,66477,64912,0.9764610217999131,,,,,,0.9323394495412844,0.45383425271945577,872,813,0.9324335527266184,,,,2026-01-08 01:06:11
24,qqp_client,qqp,0.9516998283938592,0.18134784544378965,323415,307794,0.9517685010058297,,,,,,0.8581039301526057,0.7416197523084561,40431,34694,0.8566650622841455,,,,2026-01-08 01:09:21
25,stsb_client,stsb,0.855130888325907,0.023352910161629825,4249,2244,,0.855130888325907,0.8506022963438447,0.11787083210604636,0.023391317869822254,0.15294220434472053,0.6664319340788922,0.053346084950967355,1500,577,,0.6664319340788922,0.6466755658916871,0.17754846811294556,2026-01-08 01:09:47
25,sst2_client,sst2,0.975344856115649,0.09311928698199175,66477,64838,0.9753483370384702,,,,,,0.9288990825688074,0.462370932746693,872,810,0.9290057980877927,,,,2026-01-08 01:10:38
25,qqp_client,qqp,0.9523862529567274,0.1786411037952987,323415,308016,0.9524546584071691,,,,,,0.8592416709950286,0.7262129094015871,40431,34740,0.8589315239829535,,,,2026-01-08 01:13:49
26,stsb_client,stsb,0.8522884607428225,0.023719359894766284,4249,2215,,0.8522884607428225,0.8470390889132775,0.11887787972881804,0.02374723436799819,0.15410137691791786,0.6668717077112456,0.05470062128981536,1500,576,,0.6668717077112456,0.6400550793059631,0.17984865605831146,2026-01-08 01:14:15
26,sst2_client,sst2,0.9761571671405148,0.09147647743208981,66477,64892,0.9761614349497183,,,,,,0.930045871559633,0.40857934079051134,872,811,0.9301104589683662,,,,2026-01-08 01:15:06
26,qqp_client,qqp,0.9538982421965586,0.17491078032048135,323415,308505,0.9539600083797599,,,,,,0.8587717345601148,0.7836189042854935,40431,34721,0.8579192858126807,,,,2026-01-08 01:18:17
27,stsb_client,stsb,0.8454027465244379,0.024876164134455814,4249,2161,,0.8454027465244379,0.8423540409752712,0.12190850322246798,0.024917145991569824,0.15785165818441638,0.6593896414124217,0.05651663848139504,1500,559,,0.6593896414124217,0.6364873968474928,0.18243743479251862,2026-01-08 01:18:43
27,sst2_client,sst2,0.9763527234983528,0.0912945044406521,66477,64905,0.976357482150482,,,,,,0.9288990825688074,0.4275601735865775,872,810,0.9290057980877927,,,,2026-01-08 01:19:34
27,qqp_client,qqp,0.954838210967333,0.17292829047959676,323415,308809,0.9549045492113034,,,,,,0.8591180035121565,0.7595664246573358,40431,34735,0.8582606910821255,,,,2026-01-08 01:22:44
28,stsb_client,stsb,0.8455088144648012,0.024877137549596147,4249,2202,,0.8455088144648012,0.8412017009820124,0.12129510631537116,0.02489041301905596,0.15776695794448203,0.6553958643458775,0.05595120220405466,1500,550,,0.6553958643458775,0.6345280620068623,0.18354567885398865,2026-01-08 01:23:09
28,sst2_client,sst2,0.9771048633361915,0.08862175822303647,66477,64955,0.9771093924237417,,,,,,0.9254587155963303,0.44840502168177127,872,807,0.9255940013925723,,,,2026-01-08 01:24:00
28,qqp_client,qqp,0.9555153595225948,0.1708696442740677,323415,309028,0.9555761025596322,,,,,,0.8585243995943707,0.7609931055473382,40431,34711,0.8571291180228737,,,,2026-01-08 01:27:10
29,stsb_client,stsb,0.8499734061580481,0.024153082426050958,4249,2224,,0.8499734061580481,0.8461385660987131,0.11839687240095868,0.024128549171569442,0.15533367043744714,0.6522665377225827,0.058450960658213244,1500,548,,0.6522665377225827,0.6318468143560331,0.1875484138727188,2026-01-08 01:27:37
29,sst2_client,sst2,0.9767588790107857,0.08829754429737288,66477,64932,0.9767615178298615,,,,,,0.9288990825688074,0.45767640730210846,872,810,0.9290208747563423,,,,2026-01-08 01:28:27
29,qqp_client,qqp,0.9565078923364717,0.16821612259003993,323415,309349,0.9565760811135037,,,,,,0.8575597932279686,0.7848840225503106,40431,34672,0.8562372843639288,,,,2026-01-08 01:31:38
30,stsb_client,stsb,0.8509229818905018,0.02401543393730242,4249,2185,,0.8509229818905018,0.8474760533628716,0.11936176441207433,0.024009224061532698,0.1549491015189591,0.6487096622418915,0.05834791029585486,1500,565,,0.6487096622418915,0.6273551800972935,0.18515169620513916,2026-01-08 01:32:04
30,sst2_client,sst2,0.9771499917264618,0.08875576372412386,66477,64958,0.9771525069879177,,,,,,0.930045871559633,0.45508725288751406,872,811,0.9301583773512808,,,,2026-01-08 01:32:55
30,qqp_client,qqp,0.9567521605367716,0.16663416290742444,323415,309428,0.9568138644378803,,,,,,0.8594395389676238,0.8024221814793433,40431,34748,0.8583230104662026,,,,2026-01-08 01:36:05
