round,client_id,task,accuracy,loss,samples_processed,correct_predictions,f1_score,pearson_correlation,spearman_correlation,mae,mse,rmse,val_accuracy,val_loss,val_samples,val_correct_predictions,val_f1_score,val_pearson_correlation,val_spearman_correlation,val_mae,timestamp
7,qqp_client,qqp,0.8305391332310889,0.37959887446059015,323408,268603,0.8306069768736359,,,,,,0.8365080150405699,0.38375048389292105,40424,33815,0.8361452405428144,,,,2025-11-01 18:47:20
8,stsb_client,stsb,0.7392097855235134,0.03910812758182907,4248,1617,,0.7392097855235134,0.6991047936379431,0.1580420732498169,0.03910812735557556,0.197757750749588,0.7063160513863336,0.04354118475102805,1496,577,,0.7063160513863336,0.646737164130476,0.16374056041240692,2025-11-01 18:47:56
8,sst2_client,sst2,0.8967083884944037,0.29037850273166466,66472,59606,0.8967753532086501,,,,,,0.8922018348623854,0.3188844902735682,872,778,0.8924480709830629,,,,2025-11-01 18:51:01
8,qqp_client,qqp,0.8353101964082521,0.3712981837482367,323408,270146,0.83530477086306,,,,,,0.839748664159905,0.3648600032329692,40424,33946,0.8390499166852745,,,,2025-11-01 19:05:27
9,stsb_client,stsb,0.7354525353791708,0.03964810128535956,4248,1568,,0.7354525353791708,0.702648924207754,0.16048085689544678,0.03964810073375702,0.19911830127239227,0.7126149790533469,0.04247480001111321,1496,603,,0.7126149790533469,0.6568179695651946,0.15928635001182556,2025-11-01 19:06:02
9,sst2_client,sst2,0.902379949452401,0.2802085372769414,66472,59983,0.9024368755979567,,,,,,0.8990825688073395,0.3239539085733576,872,784,0.8993609676286417,,,,2025-11-01 19:09:06
9,qqp_client,qqp,0.8390608766635334,0.3654294172048243,323408,271359,0.8391604433624144,,,,,,0.8403671086483278,0.36140262416635627,40424,33971,0.8403793706447501,,,,2025-11-01 19:23:34
10,stsb_client,stsb,0.7499175666452756,0.03788461401513137,4248,1586,,0.7499175666452756,0.7155085883751391,0.15639367699623108,0.03788461163640022,0.19463969767093658,0.7081539661275882,0.043618017917170245,1496,584,,0.7081539661275882,0.6573491408425274,0.1612202674150467,2025-11-01 19:24:07
10,sst2_client,sst2,0.9074798411361175,0.2696338919885581,66472,60322,0.9075171144017744,,,,,,0.9036697247706422,0.3098988868210704,872,788,0.9035521777789737,,,,2025-11-01 19:27:19
10,qqp_client,qqp,0.842057091970514,0.3591896818899237,323408,272328,0.842148489039923,,,,,,0.8429645754997032,0.37257481797213277,40424,34076,0.8411562445142434,,,,2025-11-01 19:41:49
11,stsb_client,stsb,0.7556718366483831,0.0372382432499483,4248,1624,,0.7556718366483831,0.7181814868761726,0.1551753282546997,0.03723824396729469,0.19297213852405548,0.707735331788428,0.04725619116399617,1496,541,,0.707735331788428,0.6682451728131655,0.17086286842823029,2025-11-01 19:42:22
11,sst2_client,sst2,0.9118124924780359,0.26231771555577,66472,60610,0.9118483114812473,,,,,,0.9105504587155964,0.287260540635026,872,794,0.9104700804371636,,,,2025-11-01 19:45:26
11,qqp_client,qqp,0.8452140948894276,0.35380388982757005,323408,273349,0.8453935374038236,,,,,,0.8441767266970117,0.3696117841836482,40424,34125,0.8433313423634418,,,,2025-11-01 20:01:05
12,stsb_client,stsb,0.7558879189731778,0.037304513548630625,4248,1605,,0.7558879189731778,0.7230328778189412,0.1554476022720337,0.03730451315641403,0.19314377009868622,0.7114376843934914,0.042951365536885625,1496,611,,0.7114376843934914,0.6636391692904827,0.1588454246520996,2025-11-01 20:01:37
12,sst2_client,sst2,0.9159495727524372,0.25462873164910826,66472,60885,0.9159844046017832,,,,,,0.9128440366972477,0.29698366719007563,872,796,0.9130108680895889,,,,2025-11-01 20:04:45
12,qqp_client,qqp,0.8478145253054965,0.3505837729513504,323408,274190,0.8478963703707729,,,,,,0.8439788244607164,0.364607786942294,40424,34117,0.841963304674672,,,,2025-11-01 20:19:20
13,stsb_client,stsb,0.767117460317997,0.035957961684801455,4248,1632,,0.767117460317997,0.72958191381402,0.15273632109165192,0.03595796227455139,0.1896258443593979,0.7044641625045759,0.044603956768657756,1496,606,,0.7044641625045759,0.6526781658157655,0.16055463254451752,2025-11-01 20:19:50
13,sst2_client,sst2,0.9199362137441328,0.2483883499508769,66472,61150,0.9199760529455763,,,,,,0.9128440366972477,0.290350159965541,872,796,0.9129933303464842,,,,2025-11-01 20:22:58
13,qqp_client,qqp,0.8505417305694355,0.3462551602741117,323408,275072,0.850620332800559,,,,,,0.8470957846823669,0.35218454791530973,40424,34243,0.8468312448799623,,,,2025-11-01 20:38:21
14,stsb_client,stsb,0.7680875562830514,0.03584210757822107,4248,1624,,0.7680875562830514,0.7347253828245567,0.15352576971054077,0.035842105746269226,0.18932011723518372,0.7047628750215402,0.044299989669797896,1496,618,,0.7047628750215402,0.6627376342247795,0.1603831946849823,2025-11-01 20:38:55
14,sst2_client,sst2,0.9220122758454687,0.24470928248805374,66472,61288,0.9220523462673187,,,,,,0.9174311926605505,0.2795308697755115,872,800,0.9175174149160102,,,,2025-11-01 20:42:00
14,qqp_client,qqp,0.8541780042546876,0.3410618651172788,323408,276248,0.8542372621057438,,,,,,0.8477884425094003,0.38310480266151936,40424,34271,0.8466881858251896,,,,2025-11-01 20:57:19
15,stsb_client,stsb,0.7693339896363942,0.03585269325982828,4248,1628,,0.7693339896363942,0.740916355976684,0.15277889370918274,0.035852693021297455,0.18934807181358337,0.7048439981083183,0.04421446896481881,1496,634,,0.7048439981083183,0.6643811264963981,0.1598532795906067,2025-11-01 20:57:55
15,sst2_client,sst2,0.9244945240101096,0.23837370433440444,66472,61453,0.9245270574854869,,,,,,0.9254587155963303,0.27473832407983345,872,807,0.9254261505965907,,,,2025-11-01 21:01:06
15,qqp_client,qqp,0.8552354920100925,0.33953302243319994,323408,276590,0.85543665566404,,,,,,0.8491737581634673,0.3620599309963394,40424,34327,0.8486467078646543,,,,2025-11-01 21:15:33
16,stsb_client,stsb,0.7687407134574694,0.036056305545780334,4248,1602,,0.7687407134574694,0.7370215494922704,0.15456442534923553,0.03605630621314049,0.1898849755525589,0.7080045279249094,0.044025939779684824,1496,614,,0.7080045279249094,0.6710958060417825,0.15925061702728271,2025-11-01 21:16:08
16,sst2_client,sst2,0.9275033096642196,0.23354270446739345,66472,61653,0.9275261286049138,,,,,,0.9185779816513762,0.27139593598244866,872,801,0.9187089310154253,,,,2025-11-01 21:19:19
16,qqp_client,qqp,0.8571958640478899,0.3360883950047366,323408,277224,0.8573457617120931,,,,,,0.8483821492182861,0.3967618331987342,40424,34295,0.8467149848030183,,,,2025-11-01 21:33:48
17,stsb_client,stsb,0.7699085716761902,0.03607468499158371,4248,1614,,0.7699085716761902,0.7367840438571801,0.15413735806941986,0.0360746830701828,0.18993335962295532,0.7045747194186861,0.04415248867552628,1496,607,,0.7045747194186861,0.6644379813784905,0.1601618528366089,2025-11-01 21:34:23
17,sst2_client,sst2,0.9298351185461547,0.23021304298018586,66472,61808,0.9298612799904428,,,,,,0.9174311926605505,0.2828073469140148,872,800,0.9174972139035455,,,,2025-11-01 21:37:28
17,qqp_client,qqp,0.8584110473457676,0.33422203903385833,323408,277617,0.8585302788848191,,,,,,0.8458588957055214,0.38361356042251954,40424,34193,0.8436074183898786,,,,2025-11-01 21:51:54
18,stsb_client,stsb,0.7668518662939058,0.03678588886796137,4248,1608,,0.7668518662939058,0.739123986081121,0.15589846670627594,0.03678588569164276,0.1917964667081833,0.710031096337305,0.04340309806088394,1496,623,,0.710031096337305,0.6603448978739176,0.15913043916225433,2025-11-01 21:52:30
18,sst2_client,sst2,0.9309483692381755,0.22401726478493603,66472,61882,0.9309601342866063,,,,,,0.930045871559633,0.26882646342850536,872,811,0.9301431646834529,,,,2025-11-01 21:55:37
18,qqp_client,qqp,0.8603992480087073,0.33094384624547635,323408,278260,0.8605018262665602,,,,,,0.8511033049673461,0.35711452855847264,40424,34405,0.8511085104898394,,,,2025-11-01 22:10:06
19,stsb_client,stsb,0.7611564193690026,0.03794717189826057,4248,1542,,0.7611564193690026,0.7327020016024761,0.15886126458644867,0.037947170436382294,0.19480033218860626,0.7071545828886234,0.04329556798472761,1496,601,,0.7071545828886234,0.6711251830097362,0.1598518043756485,2025-11-01 22:10:40
19,sst2_client,sst2,0.9326332892044771,0.22266776692801182,66472,61994,0.9326447671754734,,,,,,0.9288990825688074,0.27800672954277333,872,810,0.9288351921423608,,,,2025-11-01 22:13:49
19,qqp_client,qqp,0.8623812645327265,0.329010319946446,323408,278901,0.8624490622279757,,,,,,0.8530823273302989,0.3751256375472389,40424,34485,0.8529584942397958,,,,2025-11-01 22:28:21
20,stsb_client,stsb,0.7539049288334853,0.039222135200654554,4248,1548,,0.7539049288334853,0.7284681832120102,0.1613214910030365,0.03922213613986969,0.1980457901954651,0.6923314829460961,0.0453298039071979,1496,604,,0.6923314829460961,0.6577839041135183,0.16322846710681915,2025-11-01 22:28:54
20,sst2_client,sst2,0.9328288602719942,0.22222506071513506,66472,62007,0.9328436374033017,,,,,,0.9254587155963303,0.2858828260144646,872,807,0.9255453690019487,,,,2025-11-01 22:31:57
20,qqp_client,qqp,0.8636273685252065,0.32717414727671146,323408,279304,0.8637666334992256,,,,,,0.8534039184642787,0.4022018821354119,40424,34498,0.8531146743728474,,,,2025-11-01 22:46:37
21,stsb_client,stsb,0.7500334961960758,0.04057327467157188,4248,1524,,0.7500334961960758,0.7237431097199155,0.164479061961174,0.040573276579380035,0.20142808556556702,0.7007089295556234,0.04428471633566813,1496,605,,0.7007089295556234,0.6650456826583881,0.16110867261886597,2025-11-01 22:47:11
21,sst2_client,sst2,0.9361836562763268,0.21440341954704537,66472,62230,0.9362072517705345,,,,,,0.9288990825688074,0.2954154955308645,872,810,0.9289559341947199,,,,2025-11-01 22:50:20
21,qqp_client,qqp,0.8644900559046158,0.32554561608026095,323408,279583,0.8646317294933749,,,,,,0.8540223629527014,0.3915740854472747,40424,34523,0.8537006976464312,,,,2025-11-01 23:04:47
22,stsb_client,stsb,0.7468803782291271,0.041513866858939215,4248,1552,,0.7468803782291271,0.7201569299169771,0.1660788208246231,0.04151386767625809,0.20374952256679535,0.690157374459995,0.04572853214919249,1496,586,,0.690157374459995,0.6704257195680016,0.16491593420505524,2025-11-01 23:05:21
22,sst2_client,sst2,0.9369358526898544,0.21329620860629447,66472,62280,0.9369515470939402,,,,,,0.9243119266055045,0.27745220696109285,872,806,0.9242900911745647,,,,2025-11-01 23:08:37
22,qqp_client,qqp,0.8663885865532084,0.32359605360638327,323408,280197,0.8665040227102265,,,,,,0.8555066297249159,0.3669668235440067,40424,34583,0.8554527703197227,,,,2025-11-01 23:23:13
23,stsb_client,stsb,0.7494734572169905,0.04243094954295908,4248,1446,,0.7494734572169905,0.725672908472004,0.16982878744602203,0.042430948466062546,0.20598773658275604,0.688639483085985,0.04555112511457447,1496,607,,0.688639483085985,0.6667815528443483,0.16423653066158295,2025-11-01 23:23:47
23,sst2_client,sst2,0.9397189794199061,0.2080871625733077,66472,62465,0.9397330646514939,,,,,,0.9288990825688074,0.28884261328440775,872,810,0.9289188125877326,,,,2025-11-01 23:26:47
23,qqp_client,qqp,0.8670533814871617,0.3220900229591159,323408,280412,0.8671557990279959,,,,,,0.8547892341183455,0.3820822907220712,40424,34554,0.8543275941232146,,,,2025-11-01 23:42:24
24,stsb_client,stsb,0.7390929891260029,0.04473322873458042,4248,1419,,0.7390929891260029,0.714842680046638,0.1742832213640213,0.04473323002457619,0.2115023136138916,0.6959192142326497,0.04439329578078048,1496,600,,0.6959192142326497,0.6752838182837602,0.16338226199150085,2025-11-01 23:43:00
24,sst2_client,sst2,0.9397490672764472,0.20708720683623624,66472,62467,0.9397716321875027,,,,,,0.9243119266055045,0.30776702143452683,872,806,0.9244415763535258,,,,2025-11-01 23:46:03
24,qqp_client,qqp,0.866895685944689,0.3215813059025857,323408,280361,0.8670439814790213,,,,,,0.8566940431426875,0.37446262159970156,40424,34631,0.8565007610949331,,,,2025-11-02 00:01:32
25,stsb_client,stsb,0.727839501712108,0.047537561325380916,4248,1347,,0.727839501712108,0.7030758198250325,0.18074588477611542,0.047537561506032944,0.218031108379364,0.6864017543180408,0.04523514349631128,1496,582,,0.6864017543180408,0.6722003327394731,0.16731317341327667,2025-11-02 00:02:06
25,sst2_client,sst2,0.938951739078108,0.20759361425625628,66472,62414,0.938971046325067,,,,,,0.9277522935779816,0.2948297004134249,872,809,0.9278189986066732,,,,2025-11-02 00:05:05
25,qqp_client,qqp,0.8684571810221144,0.32042866802973713,323408,280866,0.8685504995306033,,,,,,0.8545913318820503,0.3812881646858799,40424,34546,0.854016566130881,,,,2025-11-02 00:19:50
26,stsb_client,stsb,0.7202106953921583,0.05094108529206499,4248,1296,,0.7202106953921583,0.6994050749420775,0.18765485286712646,0.05094108358025551,0.22570131719112396,0.6782697921687255,0.04656034817590433,1496,568,,0.6782697921687255,0.6714915874703662,0.1706681251525879,2025-11-02 00:20:24
26,sst2_client,sst2,0.9410428451077145,0.2045879822778588,66472,62553,0.9410588180625283,,,,,,0.926605504587156,0.3016620800315633,872,808,0.926699303465165,,,,2025-11-02 00:23:26
26,qqp_client,qqp,0.8695888784445653,0.3194400329191395,323408,281232,0.8696893372274555,,,,,,0.8548139718978824,0.38050553862318987,40424,34555,0.8539122692306121,,,,2025-11-02 00:38:58
27,stsb_client,stsb,0.7162718679408477,0.05407813662336876,4248,1228,,0.7162718679408477,0.7019035298067416,0.19455505907535553,0.05407813563942909,0.23254705965518951,0.6833683117587819,0.04670552131196952,1496,511,,0.6833683117587819,0.6723131823393019,0.17440620064735413,2025-11-02 00:39:33
27,sst2_client,sst2,0.9416596461668071,0.20530710423162415,66472,62594,0.9416761409813685,,,,,,0.9323394495412844,0.2971364423545043,872,813,0.9323489301210842,,,,2025-11-02 00:42:30
27,qqp_client,qqp,0.8699475585019542,0.31820388727540166,323408,281348,0.8701243941190423,,,,,,0.857114585394815,0.39566595716952657,40424,34648,0.8568515741726767,,,,2025-11-02 00:59:00
28,stsb_client,stsb,0.7198613158297777,0.05765870125024192,4248,1173,,0.7198613158297777,0.6977293388694793,0.20142386853694916,0.05765869840979576,0.2401222586631775,0.6692079505629277,0.04965476716624543,1496,497,,0.6692079505629277,0.6716477847483946,0.18169575929641724,2025-11-02 00:59:36
28,sst2_client,sst2,0.9426525454326634,0.20237538864936022,66472,62660,0.9426611338126256,,,,,,0.9311926605504587,0.28631984791504816,872,812,0.9311728101586955,,,,2025-11-02 01:02:40
28,qqp_client,qqp,0.8704639341018157,0.3182967270600233,323408,281515,0.8706063126019284,,,,,,0.8561003364338017,0.37604284355000445,40424,34607,0.8557009627298083,,,,2025-11-02 01:17:29
29,stsb_client,stsb,0.7251942682578278,0.06090358145913835,4248,1131,,0.7251942682578278,0.7063781820860401,0.20782843232154846,0.060903582721948624,0.24678651988506317,0.6825845651591458,0.050841965204612774,1496,434,,0.6825845651591458,0.6695814594799983,0.18784630298614502,2025-11-02 01:18:05
29,sst2_client,sst2,0.9433144782765676,0.20210831482897632,66472,62704,0.9433249219701987,,,,,,0.926605504587156,0.3092904061040576,872,808,0.9266454322573984,,,,2025-11-02 01:21:01
29,qqp_client,qqp,0.8711689259387523,0.3180865610773791,323408,281743,0.8713034010152715,,,,,,0.8548634474569563,0.40305166854686697,40424,34557,0.8535595251573154,,,,2025-11-02 01:37:27
30,stsb_client,stsb,0.7110867689259792,0.06574170994563572,4248,1072,,0.7110867689259792,0.6826776080635396,0.21697473526000977,0.06574171036481857,0.2564014494419098,0.6715727201967994,0.055697805058948176,1496,425,,0.6715727201967994,0.6766793440836834,0.19882142543792725,2025-11-02 01:38:02
30,sst2_client,sst2,0.9422614032976291,0.20308708706599427,66472,62634,0.942275971933557,,,,,,0.9288990825688074,0.31484716626871034,872,810,0.9289899502318787,,,,2025-11-02 01:41:00
30,qqp_client,qqp,0.8713730025231287,0.3169989989919588,323408,281809,0.8714908601670729,,,,,,0.8557045319612112,0.39320735450967753,40424,34591,0.8548492664015859,,,,2025-11-02 01:56:01
