round,client_id,task,accuracy,loss,samples_processed,correct_predictions,f1_score,pearson_correlation,spearman_correlation,mae,mse,rmse,val_accuracy,val_loss,val_samples,val_correct_predictions,val_f1_score,val_pearson_correlation,val_spearman_correlation,val_mae,timestamp
12,sst2_client,sst2,0.9182061619930196,0.2534469153485696,66472,61035,0.9182370833091037,,,,,,0.9071100917431193,0.3111163855855003,872,791,0.9071958553514371,,,,2026-01-03 18:56:37
12,qqp_client,qqp,0.8488070796022362,0.3489934002806955,323408,274511,0.8489351671396274,,,,,,0.8461062735008905,0.38248569658966086,40424,34203,0.8455446872240994,,,,2026-01-03 18:58:57
13,stsb_client,stsb,0.7651624662066918,0.03605891781439917,4248,1691,,0.7651624662066918,0.733011728033385,0.15190783143043518,0.03605891764163971,0.18989185988903046,0.7269943722933212,0.04153398819078497,1496,574,,0.7269943722933212,0.6748485069067235,0.15878692269325256,2026-01-03 18:59:09
13,sst2_client,sst2,0.9204477073053315,0.24576987715747703,66472,61184,0.9204834303526791,,,,,,0.9151376146788991,0.33084070099380997,872,798,0.9152649848144623,,,,2026-01-03 18:59:37
13,qqp_client,qqp,0.8515250086577945,0.3453326438154814,323408,275390,0.8516099117486702,,,,,,0.8473679002572729,0.3491064513563135,40424,34254,0.846950334271043,,,,2026-01-03 19:01:55
14,stsb_client,stsb,0.772054858696617,0.03527987378223215,4248,1639,,0.772054858696617,0.7385087853780871,0.1521093100309372,0.03527987375855446,0.1878293752670288,0.7162897938763955,0.04295062640293397,1496,578,,0.7162897938763955,0.6703818762919197,0.16227248311042786,2026-01-03 19:02:08
14,sst2_client,sst2,0.9232458779636539,0.23750622864028684,66472,61370,0.9232868370867584,,,,,,0.9231651376146789,0.3095140494886837,872,805,0.9233338484234738,,,,2026-01-03 19:02:36
14,qqp_client,qqp,0.8535688665710186,0.3406557391166771,323408,276051,0.8536599553570564,,,,,,0.8472194735800515,0.3738742431667378,40424,34248,0.8471851673074776,,,,2026-01-03 19:04:55
15,stsb_client,stsb,0.7735527728046611,0.03521851594287993,4248,1648,,0.7735527728046611,0.7351232476872301,0.15149331092834473,0.03521851450204849,0.18766596913337708,0.7189921986817249,0.04240277525470816,1496,615,,0.7189921986817249,0.6765339814268561,0.1589944064617157,2026-01-03 19:05:07
15,sst2_client,sst2,0.9269015525333976,0.23400821102451758,66472,61613,0.926931604659841,,,,,,0.9151376146788991,0.3110007204087622,872,798,0.9152460696315972,,,,2026-01-03 19:05:36
15,qqp_client,qqp,0.8556591055261465,0.3384304172293173,323408,276727,0.8558134003433305,,,,,,0.8485305758955076,0.38329667311585486,40424,34301,0.8488470147606758,,,,2026-01-03 19:07:55
16,stsb_client,stsb,0.775748125415498,0.034984400388460235,4248,1690,,0.775748125415498,0.7424921936285969,0.1508437544107437,0.03498440235853195,0.18704117834568024,0.7170457504901049,0.04184660032630604,1496,590,,0.7170457504901049,0.6663740994170796,0.1587240993976593,2026-01-03 19:08:05
16,sst2_client,sst2,0.9282103742929354,0.23271378917470903,66472,61700,0.9282289744340091,,,,,,0.9197247706422018,0.3147362989241069,872,802,0.9197016118518112,,,,2026-01-03 19:08:34
16,qqp_client,qqp,0.8571031019640826,0.3359869027755107,323408,277194,0.8572753114159765,,,,,,0.84843162477736,0.3818177434655141,40424,34297,0.8487975606328689,,,,2026-01-03 19:10:53
17,stsb_client,stsb,0.7689755215182812,0.036323861332115646,4248,1588,,0.7689755215182812,0.737698849289013,0.154928520321846,0.03632386401295662,0.19058820605278015,0.719757052903101,0.0421392294991622,1496,595,,0.719757052903101,0.6797089535759425,0.15901990234851837,2026-01-03 19:11:04
17,sst2_client,sst2,0.931098808520881,0.22472722010157611,66472,61892,0.9311178192918225,,,,,,0.9174311926605505,0.3433409187923519,872,800,0.9175892434532947,,,,2026-01-03 19:11:33
17,qqp_client,qqp,0.8596602434077079,0.3324197120356447,323408,278021,0.8598086243056214,,,,,,0.850855927171977,0.39481772972051427,40424,34395,0.8503022987938071,,,,2026-01-03 19:13:51
18,stsb_client,stsb,0.768625778185466,0.03648528002514705,4248,1602,,0.768625778185466,0.7334293815203949,0.1547720730304718,0.036485280841588974,0.1910112053155899,0.7101294681356061,0.04356294681123871,1496,593,,0.7101294681356061,0.6784255171465303,0.16058871150016785,2026-01-03 19:14:02
18,sst2_client,sst2,0.9323173667107956,0.22212053975688645,66472,61973,0.9323407018542191,,,,,,0.9220183486238532,0.3086893275944055,872,804,0.9221180099317379,,,,2026-01-03 19:14:30
18,qqp_client,qqp,0.8607486518577153,0.33071799879449587,323408,278373,0.8608267443618823,,,,,,0.8507322382742925,0.369107400172922,40424,34390,0.850746835859052,,,,2026-01-03 19:16:49
19,stsb_client,stsb,0.7668118970299427,0.037010432725242584,4248,1573,,0.7668118970299427,0.7322817834158162,0.15670260787010193,0.03701043501496315,0.19238096475601196,0.7120781961459893,0.04306922993438448,1496,582,,0.7120781961459893,0.6788844288920021,0.16128109395503998,2026-01-03 19:17:01
19,sst2_client,sst2,0.934137682031532,0.21831771858487775,66472,62094,0.9341615830430352,,,,,,0.9197247706422018,0.33320404465925463,872,802,0.9198622779507093,,,,2026-01-03 19:17:29
19,qqp_client,qqp,0.86317283431455,0.32760723692766697,323408,279157,0.8632714081010004,,,,,,0.848703740352266,0.3904250210879841,40424,34308,0.8472758503993735,,,,2026-01-03 19:19:48
20,stsb_client,stsb,0.7651548431113782,0.037778097927472123,4248,1582,,0.7651548431113782,0.7358741244983351,0.1581031233072281,0.0377781018614769,0.19436590373516083,0.708592674061139,0.043390494696596726,1496,590,,0.708592674061139,0.6773574982255389,0.1614106297492981,2026-01-03 19:20:00
20,sst2_client,sst2,0.9345288241665664,0.21603464723232293,66472,62120,0.9345539005093565,,,,,,0.9197247706422018,0.33373892445057424,872,802,0.9198452559055724,,,,2026-01-03 19:20:29
20,qqp_client,qqp,0.8638932864987879,0.32582860239356737,323408,279390,0.8640386693508,,,,,,0.8516475361171582,0.38922331676748945,40424,34427,0.8504150695665414,,,,2026-01-03 19:22:48
21,stsb_client,stsb,0.7508265336131649,0.04020337236908365,4248,1522,,0.7508265336131649,0.7217092029948871,0.1640152931213379,0.04020337387919426,0.20050778985023499,0.7125395289892723,0.04254779906415525,1496,606,,0.7125395289892723,0.6788987704007228,0.15978063642978668,2026-01-03 19:23:02
21,sst2_client,sst2,0.93654471055482,0.21316574757505902,66472,62254,0.9365607129125698,,,,,,0.9243119266055045,0.3106302298528544,872,806,0.9243909636730094,,,,2026-01-03 19:23:31
21,qqp_client,qqp,0.8650559046158413,0.324524922152039,323408,279766,0.8651857832528176,,,,,,0.8501880071244805,0.407319928010799,40424,34368,0.8486081924220236,,,,2026-01-03 19:25:47
22,stsb_client,stsb,0.7502851810785328,0.041027940643105915,4248,1504,,0.7502851810785328,0.7210163849803212,0.16589944064617157,0.04102793708443642,0.20255354046821594,0.7053604788834751,0.04354870484464548,1496,602,,0.7053604788834751,0.6798258408515199,0.16148054599761963,2026-01-03 19:25:58
22,sst2_client,sst2,0.9378084005295463,0.2096281202624411,66472,62338,0.9378249345738883,,,,,,0.9231651376146789,0.31793571626575273,872,805,0.9233338484234738,,,,2026-01-03 19:26:29
22,qqp_client,qqp,0.8659402364814723,0.3233193499396904,323408,280052,0.8660652111571409,,,,,,0.8531565406689096,0.38724421816206206,40424,34488,0.8519705996534543,,,,2026-01-03 19:28:46
23,stsb_client,stsb,0.742145300106748,0.0431066023750606,4248,1462,,0.742145300106748,0.7159514286476639,0.17059284448623657,0.04310660436749458,0.20762130618095398,0.7076600729730149,0.04299733061642252,1496,594,,0.7076600729730149,0.6804156666114269,0.1613844633102417,2026-01-03 19:28:57
23,sst2_client,sst2,0.9389667830063786,0.20667705164915115,66472,62415,0.938987604809616,,,,,,0.9220183486238532,0.33991527690129236,872,804,0.9220807020200152,,,,2026-01-03 19:29:26
23,qqp_client,qqp,0.8669420669865928,0.3220961641462253,323408,280376,0.8670215510250537,,,,,,0.854937660795567,0.3865262761945181,40424,34560,0.8550598445182572,,,,2026-01-03 19:31:44
24,stsb_client,stsb,0.7379014844383933,0.04494981662144011,4248,1421,,0.7379014844383933,0.7116078478236331,0.17514747381210327,0.04494981840252876,0.21201372146606445,0.7068474747287075,0.04284184512727082,1496,586,,0.7068474747287075,0.682008434312516,0.1626284122467041,2026-01-03 19:31:57
24,sst2_client,sst2,0.9387110362257792,0.20997851580592508,66472,62398,0.9387322634008596,,,,,,0.9231651376146789,0.3284892835568876,872,805,0.9232887095497676,,,,2026-01-03 19:32:31
24,qqp_client,qqp,0.8682438282293573,0.3205411123985872,323408,280797,0.8683454372985765,,,,,,0.8546160696615872,0.38012481707714274,40424,34547,0.8545121985278962,,,,2026-01-03 19:34:43
25,stsb_client,stsb,0.7303980392188153,0.047563755647989654,4248,1342,,0.7303980392188153,0.7080972042672,0.18082286417484283,0.04756375774741173,0.2180911749601364,0.7065529136264268,0.043000419952851886,1496,583,,0.7065529136264268,0.6851370226148178,0.16397370398044586,2026-01-03 19:34:54
25,sst2_client,sst2,0.9409074497532796,0.20515644532333682,66472,62544,0.9409335832758602,,,,,,0.9243119266055045,0.33704572992501863,872,806,0.9243531020154422,,,,2026-01-03 19:35:22
25,qqp_client,qqp,0.8695084846385989,0.3198576801697163,323408,281206,0.8696149608008436,,,,,,0.8523649317237285,0.406070113575007,40424,34456,0.8517561821820637,,,,2026-01-03 19:37:41
